"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
2128,"gemm_q5k.kd",1,1,31,611771,611771,393216,64,512,0,48,0,128,32,"0x0","0x751020995f40",255614344967446,255626772328132,255626772512888,255614348517592,184756
2129,"gemm_q8_0.kd",1,0,2304,611771,611771,3072,64,512,0,32,0,128,32,"0x0","0x751020995fc0",255614344976506,255626772559006,255626772564937,255614348624759,5931
2130,"gemm_q8_0.kd",1,1,34,611771,611771,3072,64,512,0,32,0,128,32,"0x0","0x751020995fc0",255614344979006,255626772560597,255626772565822,255614348657019,5225
2131,"gdn_conv.kd",1,0,2306,611771,611771,327680,32,0,0,8,0,128,32,"0x0","0x751020996840",255614344990505,255626772572276,255626772613110,255614348690158,40834
2132,"split3.kd",1,0,2307,611771,611771,10240,64,0,0,8,0,128,32,"0x0","0x751020996b40",255614344992775,255626772615541,255626772616771,255614348706358,1230
2133,"l2_rows2_scale.kd",1,0,2308,611771,611771,1024,32,0,0,8,0,128,32,"0x0","0x751020996ac0",255614344995045,255626772619034,255626772643821,255614348722477,24787
2134,"gdn_beta_g.kd",1,0,2309,611771,611771,64,64,0,0,24,0,128,32,"0x0","0x751020996940",255614344997795,255626772646205,255626772649149,255614348739417,2944
2135,"gdn_ar.kd",1,0,2310,611771,611771,6144,128,0,0,16,0,128,32,"0x0","0x751020996a00",255614345003185,255626772651575,255626772746838,255614348756407,95263
2136,"gatedq.kd",1,0,2311,611771,611771,1536,32,0,0,160,0,128,32,"0x0","0x7510209969c0",255614345017345,255626772749027,255626772770072,255614348772216,21045
2137,"gemm_q5k.kd",1,0,2312,611771,611771,327680,64,512,0,48,0,128,32,"0x0","0x751020995f40",255614345025265,255626772772516,255626772870344,255614348869274,97828
2138,"axpy_scaled.kd",1,0,2313,611771,611771,5120,64,0,0,8,0,128,32,"0x0","0x751020996700",255614345028015,255626772872675,255626772874095,255614348886714,1420
2139,"rmsq.kd",1,0,2314,611771,611771,32,32,512,0,80,0,128,32,"0x0","0x751020995e80",255614345031805,255626772876136,255626772892935,255614348902894,16799
2140,"gemm_xs.kd",1,0,2316,611771,611771,1114112,64,1536,0,96,0,128,32,"0x0","0x751020995f00",255614345040444,255626772898004,255626773338989,255614349401663,440985
2141,"gemm_q4k.kd",1,1,37,611771,611771,1114112,64,512,0,40,0,128,32,"0x0","0x751020996300",255614345043464,255626772900060,255626773343235,255614349418333,443175
2142,"silu_mul.kd",1,0,2318,611771,611771,17408,64,0,0,16,0,128,32,"0x0","0x751020996680",255614345053414,255626773354320,255626773357600,255614349463562,3280
2143,"quant_q8.kd",1,0,2319,611771,611771,576,64,0,0,48,0,128,32,"0x0","0x751020995e40",255614345055864,255626773359866,255626773362350,255614349479012,2484
